,0
890,['she was the only wnba player that I actually wanted to see. she always reminded me of a female version on melo'
891,'6rings easy'
892,'She bad'
893,'Maya Moore Over EVERYBODY!'
894,'So pissed she retired early she was in her prime 🤦🏾\u200d♂️'
895,'Cold'
896,'She got four in 8 years shit is crazy and they saw her coming for four years in college and still wasn’t ready'
897,'Really a bucket'
898,'Lmaooo she cooking they ass .. look like a female melo out there'
899,'GOATED fasho! Not over CP but def top 5 female ever'
900,'GOAT 🐐 SHE BAD'
901,'I don’t think she’s the greatest! Candace Parker has far more skills and can play any position but everyone has their own opinion!'
902,'Get It'
903,'Caitlin Clark will never be this good'
904,'Will she be in the starting lineup??? Nobody cares.']
905,"[""Y'all need more than that to beat LSU. They not playing with y'all ass next season. No damn  Jr college basketball player gonna make no difference. Y'all in trouble!!!!!!!!!"""
906,"""Let's get to work and run it back welcome  to the family and  let's run it back go gamecocks"""
907,'Go Gamecocks']
908,['clickbait'
909,"""We're is she going to be playing now?"""
910,'You related to Bradley Beal'
911,'The wnba needs more teams and a bump in salary our American women should not have to go overseas to support themselves the league has come so far it’s heartbreaking seeing a lot of these women without jobs'
912,'Woah Vicky play s sports?'
913,"""I'm sorry"
914,"but I'm looking at the Minnesota Lynx roster ROGHT NOW 6/10/23 and ain't NO WAY Brea Beal should NOT be on that team! No way at ALL!"""
915,'First of all
916,you don’t CUT your first draft pick….unless the person is really horrible at playing which was not the case…This is the difference between the NBA and the WNBA!!!'
917,'All of the that think it so sad that there are not enough teams or roster spots in the WNBA do you realize that the league is not profitable if not for the N B A they would of folded a long time ago.'
918,'Come to Dallas'
919,'hope she makes it.  but i remember her getting cooked by Caitlin Clark'
920,'She sounds black but is actually white'
921,'She would go overseas and become that scorer she was in high school'
922,'The league lost a very talented defensive player. And a beautiful woman'
923,'Hope she signs with anotha team & *whoop Lynx ahh*'
924,'Drake need to get a team in Toronto asap the crowd they had for that game in the pre season was beautiful to see 💯'
925,'Love Brea Beal...we will see her again.'
926,'Dang this crazy as hell not even a chance to compete'
927,'Such amazing weather today.'
928,"""Keep trying Brea"
929,"😢my heart breaks for her but I think where there's a will there's a way."""
930,'This was at football game (maybe South Carolina spring game prior to her cut) no mention of her being cut
931,misleading title']
